gene	SRX007811	SRX008015	SRX008027	SRX008025	SRX008010	SRX008005	SRX008018	SRX008007	SRX008006	SRX008020	SRX008011	SRX008019	SRX008026	SRX008008	SRX008009	SRX008029	SRX008014	SRX008156	SRX008023	SRX008016	SRX008013	SRX008022	SRX008024	SRX008012	SRX008028	SRX008021	SRX008171	SRX008155	SRX008017	SRX008157
FBgn0000459	154	1435	7119	5574	6059	4909	7366	5155	3565	3426	1210	2418	2055	960	167	348	641	1195	1466	2109	512	193	178	647	1828	904	1160	629	600	1249
FBgn0000463	12181	21361	92844	40180	20549	12914	14181	8292	3981	2441	1971	4039	813	1438	591	581	1764	3595	3860	5781	5808	5141	4836	844	971	764	4657	3081	1108	4623
FBgn0000464	6259	6071	9839	4416	5146	5965	14855	12767	13162	13877	6510	14633	10888	6026	1209	1113	2497	5132	8777	14610	6168	4545	4197	4972	6895	4962	17071	15455	4428	6720
FBgn0000472	9930	4371	18073	12654	12312	11469	16723	5680	5262	5968	10278	17911	14105	7789	2391	621	2476	3799	3327	2188	11087	7899	7739	1594	2651	1660	2749	1459	2107	3333
FBgn0000473	1	37	245	259	219	97	72	43	52	182	995	2704	2068	10564	2276	855	102	106	207	276	1332	256	207	1846	1945	1327	289	291	843	116
FBgn0000477	114	1180	11972	9778	5863	2675	1401	1837	3320	5512	2972	5577	5770	8990	5090	5989	3669	5873	5332	3885	2065	938	1191	2210	1998	1584	4874	11125	1646	8852
FBgn0000479	3910	1877	1254	343	645	820	1546	1950	2394	3557	2150	4178	3894	2994	1108	751	1645	2457	1475	1126	3963	2342	2224	4725	5052	4799	2053	4433	2017	2990
FBgn0000482	3278	2762	7301	5710	4917	5628	5930	4473	2930	2279	1648	3008	2058	2102	755	1004	1531	2418	2995	2987	2485	1836	1774	1557	2260	1497	2122	1934	1249	2534
FBgn0000489	34	590	891	656	586	284	277	1616	6333	6024	1729	3231	2300	2493	1184	1180	2230	6297	9892	4881	4040	1553	1720	9856	25752	13059	11293	8271	9826	9016
FBgn0000490	253	3165	13456	6300	4976	4859	5129	3318	2817	3620	1233	2421	2054	1734	657	526	834	1561	3390	3480	1621	373	366	2385	3699	2419	3077	2408	1938	1928
FBgn0000492	84	925	6302	7276	5968	7466	6368	3556	1912	2213	636	1264	1125	722	309	500	810	2137	2059	2425	429	160	128	820	1211	937	1614	903	505	2356
FBgn0000497	179	1603	22844	24040	21673	13448	25922	8220	5297	4569	1154	2839	2594	3736	985	2061	5442	11828	15034	23220	1379	114	122	2006	650	636	15075	10174	2108	15307
FBgn0000499	12802	11889	13988	9597	9298	11696	10762	10527	6739	4249	2957	5295	3061	2365	785	1242	2035	3890	5851	6985	5981	4987	4424	4786	10009	5806	5752	4732	4476	4653
FBgn0000500	12	14	11	3	10	0	1	6	11	56	67	185	232	173	31	48	46	80	77	341	114	58	79	235	625	392	361	201	84	56
FBgn0000504	1	5	16	21	84	144	153	210	105	111	37	56	54	55	54	296	557	804	1194	1878	2122	409	386	2745	5393	3368	1275	852	1963	947
FBgn0000520	5715	2332	6246	4672	4258	5914	3694	2847	1762	1466	751	1421	2086	1557	581	591	750	1169	1843	2142	2656	2136	1824	1071	1982	1018	1521	1112	850	1257
FBgn0000524	21196	5628	12098	11616	10855	11504	11124	5161	3111	2249	657	1391	1571	2047	743	1302	2470	5039	6806	8441	9206	9531	8903	1360	2153	1327	4909	2328	1613	6500
FBgn0000527	5	3	10	42	176	516	872	652	1314	5355	903	2172	729	297	435	57	1466	87649	32245	712	7435	97	197	8678	983	1356	4356	31839	71256	344442
FBgn0000529	1	2	9	17	32	91	89	131	98	60	26	58	44	14	4	18	41	61	200	200	44	7	8	54	72	78	145	96	59	82
FBgn0000533	5954	4693	3415	1237	1533	1591	2539	2436	1565	2396	1753	3237	3437	4152	1536	1260	806	689	1743	876	3342	2602	2150	799	1560	790	1107	1141	668	607
FBgn0000535	4	30	150	43	48	39	160	664	1093	1680	850	1741	2018	761	160	445	3848	10071	3554	1368	858	157	107	1136	1692	1149	1374	2217	1318	11528
FBgn0000536	3956	2097	3328	2151	2705	4729	9331	6345	8488	8170	4828	11726	8469	8962	2721	1914	2880	5453	5657	4980	6758	5017	5265	7214	8319	6903	4500	6367	6940	5989
FBgn0000541	27798	19056	49730	32166	27634	16045	41473	15380	14998	9580	10286	20920	7123	8395	2884	2628	6227	12767	13140	15704	14047	22475	22173	6659	7206	6326	13121	9996	3787	14547
FBgn0000542	887	11982	39761	28784	25225	25279	35941	21933	14011	16366	3558	7267	6943	5504	1625	2095	4509	8806	10779	22572	3323	651	637	2512	1523	1245	17520	11277	3579	11285
FBgn0000543	5200	2476	8672	5489	4395	5135	4989	3380	2567	2800	1386	2449	3191	2720	938	1296	2076	4725	8695	7541	4704	3181	2938	2869	3372	2550	4580	3547	2513	6548
FBgn0000546	6361	4787	6886	6371	7768	8467	11551	12067	8660	7210	2475	4784	1989	2838	1152	2298	8065	9365	9253	11389	4539	3390	2899	1580	2101	1366	8625	5615	2316	3104
FBgn0000547	19114	28727	84187	65222	65813	53929	95460	55388	38047	21256	9416	20078	8548	8613	1860	2448	7785	15770	20410	34424	13959	9962	9940	5950	4882	3835	38865	21012	5564	26567
FBgn0000551	6	28	35	15	23	55	59	224	2105	7274	560	940	234	534	758	191	32	50	480871	6923	10	1	1	32	80	29	16680	5966	6147	132
FBgn0000552	0	1	19	33	17	13	18	9	22	28	8	19	24	9	3	0	0	3	75499	990	1	0	0	3	1	2	2644	482	1225	6
FBgn0000556	803339	992748	2314580	1337788	1265408	1328442	1761780	1197089	965154	908909	421986	867037	1354804	1836104	666392	649947	696015	1165324	717540	639020	1381315	818590	778968	447205	690979	441752	500962	454815	383886	1128706
FBgn0000557	27	514	781	211	314	1207	2652	1563	777	377	178	483	1930	3933	813	2565	5544	13678	45625	65892	13981	2263	2272	21898	23672	19327	168812	167028	24606	18825
FBgn0000559	353053	477751	1200695	605586	590550	694074	824974	632731	532626	477196	289192	585174	670933	828121	279525	219650	226043	374791	329507	313250	591203	340802	333899	251017	306002	225552	264914	292401	239790	396883
FBgn0000560	1	17	101	424	389	286	212	89	78	92	9	23	15	25	19	32	69	146	162	297	45	10	12	228	501	301	1099	397	212	146
FBgn0000562	15512	3988	2335	2689	6484	10594	13521	8206	6563	6248	3217	6677	5872	10762	3558	3336	4710	7193	5883	6370	13185	10051	9604	7029	8145	6304	8493	9495	8757	8350
FBgn0000564	0	0	0	0	0	6	18	64	113	194	144	311	218	168	56	35	31	67	5945	159	71	14	12	74	21	20	218	249	402	89
FBgn0000565	1257	1504	2427	1778	2365	3929	2292	1572	1668	886	1981	3410	5619	8000	3129	6124	6275	9037	4391	4012	4068	3998	1911	5007	7347	3800	5784	1663	4189	10434
FBgn0000566	9546	10262	13538	5875	7859	11295	13215	9562	6554	4088	3185	6459	18453	26611	10938	5659	4947	6120	2958	3380	9784	7894	7279	3508	5055	2988	4237	5153	3213	5402
FBgn0000567	22	35	62	141	377	558	460	1915	8413	23088	1203	3122	189	1861	1231	2949	7714	26027	11953	8144	2828	680	706	2159	1732	992	37445	17227	24849	10236
FBgn0000568	1624	327	1105	5345	11111	13523	19779	19698	2919	12680	16726	22694	12021	9470	2738	2098	9318	27299	23414	18760	9199	3320	2709	5692	8742	5948	66340	18322	37708	22571
FBgn0000575	1893	7536	34099	27357	36484	37211	37999	12452	11853	11113	4356	11409	5028	6753	1692	2467	5149	13711	16553	15020	3614	2718	2707	3227	3220	3060	10382	7758	4024	17454
FBgn0000576	207	2470	11859	8278	6300	4409	5434	2617	1338	1780	609	1114	751	816	273	323	760	1655	1664	2777	222	52	43	180	306	179	1106	429	206	1857
FBgn0000577	194	1825	15539	10359	7270	5145	4926	1636	903	1030	451	868	743	440	136	267	611	1428	1459	2074	121	29	27	363	750	524	1190	546	276	1616
FBgn0000578	7333	11206	29148	12130	11147	10375	16234	11929	10555	11520	3394	6823	3145	2358	802	896	2253	6828	8367	10103	4487	3452	3136	1804	2023	1409	7348	4785	6558	12338
FBgn0000579	90475	16167	6376	3329	5654	35369	41956	41990	32297	53277	48260	100895	172872	279427	112947	91066	45419	32573	22845	29641	200969	54995	61222	205232	90159	143304	44291	127731	167618	33779
FBgn0000581	37390	31543	61015	33177	29047	20601	31364	22227	15612	12790	7664	16122	12626	9403	3053	3055	6514	11139	13972	16521	22918	22193	20431	7533	12731	8716	12647	9794	6073	13806
FBgn0000588	8039	3195	10802	3874	2287	1466	1359	1118	688	500	285	692	1170	952	269	295	380	621	907	689	2840	2989	2771	490	768	515	491	433	462	630
FBgn0000591	55	359	3231	4457	2845	1751	1130	221	113	109	24	69	15	21	26	152	301	720	795	274	12	0	2	1	3	4	35	8	7	773
FBgn0000592	2	18	40	41	178	402	346	156	289	403	178	368	2303	5187	2773	353	50	44	257	95	6900	2856	3815	47003	57796	65312	248	1551	1157	43
FBgn0000594	39	73	252	106	88	56	96	35	24	13	13	29	32	45	16	986	2663	8542	130	131	52	32	26	70	93	86	108	54	47	4213
FBgn0000606	531	7396	2325	820	664	940	1030	1392	659	634	191	366	360	171	42	16	19	30	60	53	19	3	5	8	18	16	54	13	12	40
FBgn0000611	9967	14699	35211	20819	18529	23548	29600	16775	13892	11293	5949	13303	7157	7808	2166	3094	5500	12357	12582	13081	8156	6044	6170	5364	5510	4531	9406	8180	4222	16141
FBgn0000615	38131	878	776	245	333	201	507	659	374	199	42	150	207	1286	760	2395	4833	8523	15100	18601	18303	26781	26376	35598	57921	43732	25569	30111	19410	9598
FBgn0000617	4270	5551	12279	7448	6169	6403	5272	4113	2585	1510	851	1573	1845	2171	693	927	1125	2000	2354	2371	3249	2304	2150	1019	1604	983	1931	1276	1050	2357
FBgn0000618	1421	1539	3465	1674	1534	2067	1408	796	588	424	246	465	563	882	300	570	660	1030	1225	1153	785	752	706	425	604	405	945	624	351	1055
FBgn0000625	14	82	398	1995	2379	2397	2090	1126	387	361	247	452	559	454	159	191	496	935	939	1218	289	33	38	387	717	392	664	464	584	1024
FBgn0000629	6640	3045	16043	6642	4623	4136	5007	2871	2252	1881	1153	2545	3649	3595	1074	1342	1613	2874	3372	3290	4658	4129	4102	1809	2969	1824	2642	2476	1409	3271
FBgn0000630	10	43	234	188	195	489	2268	7081	3390	999	150	361	179	1999	248	23	52	93	263	577	156	36	39	168	64	48	36547	3068	358	122
FBgn0000633	31	351	2952	2866	3012	3113	5902	4235	4674	4347	1826	4730	3385	1489	189	168	446	1085	2307	2663	618	96	120	1112	1096	909	3611	3753	1434	2148
FBgn0000634	10333	12268	27828	19227	14687	13223	26614	17908	11743	8652	6367	12199	8210	5867	1542	1721	3325	7239	10021	9662	17961	7598	8133	18992	18521	16060	9729	15293	17577	9882
FBgn0000635	907	1854	12833	21038	24997	25087	44575	33070	22093	17505	6778	14356	11820	8909	2708	1860	3513	7727	17995	15255	6379	1513	1529	5613	6774	4384	17764	12737	5613	14258
FBgn0000636	233	657	2509	15101	31940	73291	97367	77530	48102	27443	3512	7047	7334	12884	2233	3279	6098	10140	11363	23262	4770	1199	1405	3791	4997	2728	42679	26103	4228	13555
FBgn0000639	1	12	7	86	903	20	399	39	29	45	11	26	8	55	13	519510	1303073	2090699	385183	284541	5096	41	60	4858	9	4	330919	162109	72793	4039569
FBgn0000640	1	8	6	15	116	1	33	1	4	2	0	5	4	9	462	214630	198797	274121	115303	75609	2323	31	8	1472	43	23	80717	45618	24553	363332
FBgn0000644	4	3	18	18	39	66	65	53	52	39	13	42	50	55	15	19	36	71	98	152	1879	4372	4070	72	89	73	178	161	39	80
FBgn0000658	334	3627	23879	23178	18780	16682	17036	5306	3944	3849	1428	3135	2314	2775	775	1399	2312	4477	7709	8068	805	51	60	1114	153	220	5279	3893	3326	4748
FBgn0000659	338	4657	22998	19959	16928	14262	16536	10713	7280	8449	2230	4371	5134	4148	1434	1127	2572	5194	6200	3645	2838	613	485	2616	5676	2951	2619	2367	3672	7118
FBgn0000662	8450	8828	17038	11535	9818	10692	12623	8185	6486	5636	4471	7941	3918	4256	1171	1142	2068	4684	4612	5520	4231	4048	3666	2110	3272	2209	6125	4751	2075	5188
FBgn0000667	18771	9909	22714	10902	8794	21178	46458	81499	96594	149364	66520	120864	80861	114889	60309	36889	24561	19195	25642	14360	85823	12331	12652	99872	30815	38931	35170	174703	225504	16612
FBgn0000709	13606	7363	13234	8178	6839	7698	9701	6362	4956	4346	2436	4465	5143	5503	1823	1810	2562	4352	4297	4740	8824	8773	8077	2641	3459	2424	4353	4983	2113	4851
FBgn0000711	4318	4170	2427	1599	2626	3971	7376	5801	7966	8267	3684	8431	3328	4097	1232	1055	1493	2789	5709	3910	3961	2690	2698	4528	4629	3861	5464	5288	4409	4203
FBgn0000715	1	8	11	4	3	6	3	20	93	270	200	546	688	522	102	74	82	117	132	154	291	176	112	457	1744	598	231	311	271	136
FBgn0000719	10362	4768	10279	5820	8259	8361	12662	9974	8434	6094	2799	7051	4070	3564	915	939	2249	6234	12839	3305	7974	6676	6767	2433	3768	2236	4314	4486	2717	5348
FBgn0000721	15949	12999	13064	7405	6853	6096	12029	11312	10742	7537	9705	18694	4691	8849	3384	2661	4422	14193	12755	5609	8822	10218	9609	6220	6184	5132	11467	9003	5438	11077
FBgn0000723	60	849	3053	2166	2764	3821	4796	3284	2842	2260	1323	2840	1341	2544	897	1041	1776	3552	4408	3806	1956	581	639	3237	4914	3550	5407	6264	2691	3387
FBgn0000808	808	185	88	13	50	31	33	42	16	14	6	20	6	12	5	15	26	46	50	55	272	387	315	41	66	53	29	18	25	57
FBgn0000810	3637	4215	6925	5719	4892	2935	6010	2399	2313	1364	1338	2828	951	1291	447	537	898	1985	1858	2215	2878	3128	3395	940	1175	989	1962	1589	664	2126
FBgn0000826	8306	623	545	174	157	100	93	112	28	47	13	39	23	30	10	11	12	25	47	50	3384	4046	3315	30	97	50	34	50	104	42
FBgn0000927	35647	884	562	205	234	144	168	305	76	109	44	80	54	49	13	18	13	28	118	208	22397	20678	18301	207	480	201	103	88	536	30
FBgn0000928	177	170	228	81	109	334	400	269	205	222	138	250	135	173	100	90	110	189	440	523	492	198	201	370	702	452	395	278	325	252
FBgn0000964	4	10	6	31	63	498	820	843	791	863	369	775	612	363	51	26	53	127	283	333	6629	3848	4356	194	254	203	350	334	687	235
FBgn0000986	46060	13491	26556	14918	11173	5636	9613	6344	5177	3783	2096	4412	6701	6241	2581	1729	4079	7927	11277	10579	22219	26660	27566	5469	7345	6365	7355	6594	3719	9558
FBgn0000996	27982	21182	57825	30463	19701	13413	16560	12070	9419	5023	11885	18183	2287	2752	811	1033	1146	1896	2844	2057	7520	11893	10982	569	816	737	1256	828	857	1981
FBgn0001075	637	5172	66305	65002	60394	35789	73856	24116	9203	7615	2656	5915	6993	5901	1887	2241	6660	12838	18398	35406	1658	60	70	2364	1116	814	21135	9652	2650	16779
FBgn0001077	613	9300	3797	2559	1873	488	276	76	23	74	17	89	3	0	0	2	4	8	36	36	29	4	11	25	138	79	47	53	36	12
FBgn0001078	12118	7035	4550	2461	3609	2005	4635	25566	64264	41354	4831	8392	1469	6877	1571	233	292	241	5610	2191	8774	7285	6948	1893	2670	1844	1736	13947	10283	314
FBgn0001079	8149	8249	10452	5630	5007	4564	5157	5183	3635	2418	2672	4647	1395	1274	368	554	898	1634	2967	2387	3102	3029	2584	788	1244	806	1375	1110	1073	1924
FBgn0001083	34	192	654	426	593	5138	12190	18163	7028	3311	539	1274	2884	8672	1978	1615	1857	1925	8669	4200	1578	71	90	1756	957	740	23968	9810	2454	2015
FBgn0001084	1465	753	2058	1521	1348	1806	1254	409	241	225	134	262	305	363	117	239	355	920	964	1339	432	625	508	234	399	254	992	385	176	1043
FBgn0001085	3738	3407	6357	4742	5821	4024	6875	3041	2584	1677	1218	2755	696	601	118	202	514	1198	1725	2173	1213	1898	1882	205	189	148	2075	1062	310	1517
FBgn0001086	17389	25261	75552	30981	20988	11957	10262	5839	4226	2205	3585	6645	234	492	291	969	1358	2869	4195	3808	3338	5257	4862	1184	2132	1789	2047	1280	828	2932
FBgn0001087	10808	5253	3310	2074	3390	4821	7635	5403	3650	2696	1815	3988	2795	4395	1330	1563	2357	4331	4870	5315	6120	5757	5551	2882	4166	2875	6439	3662	2493	5714
FBgn0001089	58	298	2524	1889	1934	3018	4426	3836	1983	1704	1740	2982	2308	2501	1482	1406	3254	8539	20155	16727	6572	708	1067	7063	5298	4465	10916	2777	2091	21740
FBgn0001090	6684	110296	310796	113388	97658	99370	155818	53314	23660	36992	12813	24974	15747	30638	8477	4676	8500	14908	28315	1238598	11776	1743	2184	16370	11530	11294	67288	24665	18996	19929
FBgn0001091	35835	4115	1637	710	1142	2334	5079	21532	27943	36995	24668	48598	121510	204317	92016	93831	51452	38886	18416	14686	228414	31475	43530	213260	51670	142086	45180	163942	226298	28563
FBgn0001092	68033	1746	2043	743	1101	3395	11386	37172	49429	59430	43598	93195	158295	207674	77285	79046	41884	31802	21622	14485	110455	53442	55491	69409	42882	42238	32566	88193	53273	37464
FBgn0001098	19147	17010	18784	5249	7418	17997	44860	76058	69744	61291	36068	71702	134552	149230	56967	22181	11582	11433	11401	11457	35486	15952	15187	26913	24123	21762	17582	82701	27736	10887
FBgn0001099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0001104	18749	25806	53391	32105	24649	22798	25806	12226	10799	6452	5864	12558	3289	5381	1616	2363	3376	8856	9439	8582	7359	8932	8654	2183	2435	1716	7238	5196	2707	13174
FBgn0001105	18530	21246	42705	25020	26580	42943	41580	33910	27871	22647	11147	20347	16184	14436	4586	3703	7989	15433	18657	18403	15443	10875	10901	7671	10525	7534	19270	18268	8672	20360
FBgn0001108	16072	3415	11824	6530	5890	6899	7537	5288	4746	5084	2773	5764	5351	9068	3023	2968	4025	7767	7274	7017	13025	10940	10574	6678	7760	5729	7368	8133	5123	9264
FBgn0001112	8	64	192	115	109	311	788	1971	3126	3158	218	516	610	10307	990	1734	3421	8540	3962	404	660	253	200	5145	10001	6869	17670	13702	1515	1240
FBgn0001114	255	192	572	609	1211	4515	17618	54088	101165	143766	54544	105463	78363	106564	60177	23378	25106	25358	39387	33648	26578	12401	12622	30888	13763	15951	28445	33459	26343	32647
FBgn0001120	11000	1102	582	280	214	121	125	63	31	64	17	81	12	21	3	6	4	6	10	5	3097	6430	6094	9	32	16	18	27	70	10
FBgn0001122	2572	2800	2491	2150	3025	5363	15018	7492	8665	8353	5362	13645	7187	5290	837	643	1463	3610	5099	5318	2282	1845	1889	2567	2206	1981	6713	7094	2283	4967
FBgn0001123	166	1744	10063	5705	5713	5855	12995	3320	4531	4398	2154	5856	3220	5247	1881	2126	2799	6226	5956	6218	1305	602	670	2356	1806	1835	6437	5458	2014	6800
FBgn0001124	11687	8363	6076	1669	2489	5533	9081	9841	9192	12002	11366	24371	32449	42917	17112	18666	11570	12110	9665	12776	21052	9633	9848	29021	37583	24804	12462	16406	19658	10604
FBgn0001125	20796	352	384	265	590	2989	5461	9294	9738	14672	12973	23689	44900	52823	29954	16518	9809	10605	16449	10217	36379	19829	19501	32129	25381	16842	13815	15013	24958	20433
FBgn0001128	9405	2824	4547	4794	4946	4570	3880	3308	5655	19002	38894	82670	44783	78219	27278	11568	4494	3345	6512	3184	103598	14981	16015	111852	28500	46407	2791	12553	131654	5181
FBgn0001133	4194	3337	6615	4260	4394	5675	4885	3688	2604	2229	1261	2406	1905	2157	852	835	918	1535	2011	2202	2888	2098	1823	1531	2136	1466	2188	2820	1544	1863
FBgn0001134	3	4	0	3	11	5	7	25	64	177	87	241	133	58	34	40	57	81	106	65	118	35	23	211	188	180	139	444	367	60
FBgn0001137	1428	667	1417	792	863	939	2207	1169	1037	638	301	595	485	851	499	537	586	1326	1243	1333	2438	1438	1391	1605	2550	1408	1728	4742	2723	1489
FBgn0001138	80	607	4329	4351	4581	9178	7503	4500	3286	3579	1981	3438	1909	1820	372	380	887	1956	1581	2505	179	33	16	205	242	189	1317	608	523	2125
FBgn0001139	30767	35519	52034	29573	23934	22448	24380	22269	15216	8719	8652	15114	8501	7958	2526	2903	5084	9305	12230	13583	14075	12206	10904	5173	9799	5703	8715	6189	4814	10969
FBgn0001142	22135	5808	6014	9308	12517	30929	32049	31610	31250	21038	8649	18451	15955	32000	15289	16100	36264	87032	35179	23932	16374	11867	11560	11971	12394	8361	23976	26876	11695	113763
FBgn0001145	71	402	2487	10400	13416	12411	15979	10306	13488	34334	23214	48112	40509	40645	8845	19544	32781	83372	13961	15354	55272	10505	11059	64165	49186	48015	11652	23789	100307	38628
FBgn0001147	17	110	908	3025	2667	2782	2219	637	292	195	79	199	175	234	41	46	91	199	205	272	16	3	2	399	651	554	244	179	183	211
FBgn0001148	137	1866	18317	8105	3284	2634	2091	503	179	254	72	180	130	123	31	44	68	201	234	329	33	2	6	130	218	140	133	45	64	193
FBgn0001149	32595	643	1237	1254	1873	8021	10532	12191	10450	12175	11288	27221	27004	66543	32368	22057	16070	23721	20444	27387	27641	23031	21924	21588	28821	17345	37391	31859	16499	27948
FBgn0001150	570	6498	7964	1425	832	548	513	258	199	227	127	343	318	186	49	26	40	120	142	252	206	63	52	208	408	247	368	446	218	102
FBgn0001168	373	6558	5272	2893	3149	3579	4276	2273	4657	13757	4901	12165	5951	5275	2216	2535	3715	5002	6047	3437	4628	1515	1358	4450	8860	6519	2366	2787	3758	7361
FBgn0001169	18629	14592	15690	12903	12203	9588	13368	10734	6420	3972	5330	8128	2258	2435	907	944	2302	4218	5622	6382	7264	7728	6735	1794	3150	2151	3842	2430	1538	5570
FBgn0001170	4	19	112	612	802	1809	2266	1288	626	765	451	1017	520	317	54	37	70	231	247	255	74	20	23	69	110	70	127	58	99	334
FBgn0001174	1760	19402	6202	545	207	81	63	36	32	69	9	205	7	2	1	3	3	4	12	14	61	15	13	17	23	19	21	17	22	7
FBgn0001179	3922	3930	8294	4024	3186	2817	4259	2325	1580	1145	576	1324	1707	2475	879	1099	1434	2816	3591	3460	2789	2684	2624	1505	2288	1722	2880	2025	1013	3130
FBgn0001180	26084	23452	26296	16409	9485	5238	5056	3198	1687	1159	799	1773	392	135	18	14	11	46	88	157	7943	8573	7921	864	1184	811	241	336	1156	48
FBgn0001185	1555	1490	6003	4044	3417	2452	3961	1204	1217	971	611	1367	925	1016	337	479	767	1607	1412	1507	1027	968	1039	750	831	681	1264	1063	466	1596
FBgn0001186	13159	3898	1889	1362	2482	7692	11148	6414	8002	11714	11568	21321	24965	23073	7323	5296	6619	9534	15175	6186	38114	12143	12481	35779	26272	25094	10029	17251	25016	15387
FBgn0001187	5	19	68	70	51	54	62	135	735	4394	3043	5890	1896	4436	4754	88	39	186	67	91	10309	2620	2168	17080	9066	9052	144	60	5449	639
FBgn0001189	2884	2329	7440	4842	4853	6072	8966	5389	4127	3430	1154	2646	2986	3848	1539	2863	3107	5492	7007	7335	5090	2395	2234	3829	5538	3353	6019	4668	3030	6259
FBgn0001197	35328	50030	137624	80564	66632	46767	49197	28157	20080	11043	11964	20617	9341	15639	3067	4622	6166	11539	13494	14328	17368	15474	15920	2766	4545	3043	6082	3962	3974	12850
FBgn0001202	3338	3478	7802	3815	3932	4862	6644	3097	2701	2356	2196	3898	1313	2186	662	982	1371	3066	3397	3176	2442	2504	2422	2427	2609	2251	4325	3634	1539	4082
FBgn0001203	9	15	102	109	104	55	87	311	677	1190	866	1481	2117	1191	457	160	162	198	478	864	4109	467	430	4844	4349	3512	4341	13314	6890	211
FBgn0001205	5683	1496	3770	3896	4484	7485	12661	36339	31528	16458	2794	5342	5658	20697	2891	1264	1505	3060	8703	4813	5370	3005	2920	6911	11308	8391	7320	11607	6864	4206
FBgn0001206	10068	10864	15878	8096	6597	3801	6391	4899	3838	2075	3915	6426	994	1016	297	484	814	1279	2557	2476	2170	3039	2547	761	1289	857	1620	1016	548	1484
FBgn0001208	222	33	27	34	79	696	2483	3339	3789	2929	1657	6173	7650	8436	5955	7312	5410	4458	5173	2482	4858	3265	3535	9050	5294	5464	3427	12452	3643	4256
FBgn0001215	28517	39133	118084	62325	58272	33847	42760	45886	23085	14300	12205	18081	17246	15067	5341	4448	9033	14086	20933	23609	19174	13794	13310	13530	38505	20487	19696	15215	15211	16632
FBgn0001216	46	24	61	43	56	437	995	615	292	979	412	984	406	193	119	134	288	564	1504	1972	5918	509	597	14640	17251	12923	3414	17751	16796	668
